SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
1.06482E+15,Life threatening acute exacerbation of asthma (disorder),Chronic respiratory disease,0
1.0867E+15,Life threatening acute exacerbation of allergic asthma (disorder),Chronic respiratory disease,0
1.08671E+15,Life threatening acute exacerbation of intrinsic asthma (disorder),Chronic respiratory disease,0
1.10391E+15,Severe asthma with fungal sensitisation (disorder),Chronic respiratory disease,0
2.83121E+15,Flixotide 250micrograms/actuation Evohaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
2.89181E+15,Uniphyllin Continus 300mg tablets (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.89221E+15,Uniphyllin Continus 400mg tablets (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.92311E+15,Duovent inhaler (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
2.92411E+15,Pulmicort 200micrograms/actuation inhaler (AstraZeneca) (product),Chronic respiratory disease,0
3.11241E+15,Pulmicort Turbohaler 200 (AstraZeneca) (product),Chronic respiratory disease,0
3.11311E+15,Pulmicort Turbohaler 100 (AstraZeneca) (product),Chronic respiratory disease,0
3.11341E+15,Pulvinal Beclometasone Dipropionate 200micrograms/actuation dry powder inhaler (Trinity Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.17561E+15,Qvar 100 inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.17621E+15,Becotide 50 inhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.17681E+15,Qvar 50 inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.17741E+15,Qvar 50 Autohaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.17771E+15,Qvar 100 Autohaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.17861E+15,Becotide 100 inhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.17881E+15,Beclazone 100 inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.18381E+15,Flixotide 50micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18431E+15,Flixotide 100micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18491E+15,Flixotide 250micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18521E+15,Flixotide 500micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18601E+15,Asmasal 95micrograms/actuation Clickhaler (Celltech Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.18691E+15,Seretide 100 Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18721E+15,Seretide 250 Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.18831E+15,Seretide 500 Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.19031E+15,Becotide Rotacaps 100microgram (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.20681E+15,Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.21421E+15,Ventolin Rotacaps 200microgram (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.21431E+15,Airomir 100micrograms/actuation Autohaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.21531E+15,Salamol Easi-Breathe 100micrograms/actuation inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.21831E+15,Bricanyl 500micrograms/actuation Turbohaler (AstraZeneca) (product),Chronic respiratory disease,0
3.22101E+15,Ipratropium 250micrograms/ml nebuliser liquid 2ml unit dose vials (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.22241E+15,Atrovent 250micrograms/ml nebuliser liquid 2ml UDVs (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.22311E+15,Ipratropium 500microgram Steri-Neb (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.22531E+15,Ipratropium 250micrograms/ml nebuliser liquid 1ml unit dose vials (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.22641E+15,Atrovent 250micrograms/ml nebuliser liquid 1ml UDVs (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.22721E+15,Ipratropium 250microgram Steri-Neb (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.22871E+15,Pulmicort Turbohaler 400 (AstraZeneca) (product),Chronic respiratory disease,0
3.24351E+15,Oxis Turbohaler 6 (AstraZeneca) (product),Chronic respiratory disease,0
3.24501E+15,Oxis Turbohaler 12 (AstraZeneca) (product),Chronic respiratory disease,0
3.24801E+15,Bricanyl 250micrograms/actuation inhaler (AstraZeneca) (product),Chronic respiratory disease,0
3.28741E+15,Phyllocontin Continus 225mg tablets (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.29131E+15,Amnivent-225 SR tablets (Ashbourne Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.29311E+15,"Aerolin 100micrograms/actuation Autohaler (3M Health Care Ltd, Pharmaceuticals Division) (product)",Chronic respiratory disease,0
3.29421E+15,Symbicort 100/6 Turbohaler (AstraZeneca) (product),Chronic respiratory disease,0
3.29461E+15,Symbicort 200/6 Turbohaler (AstraZeneca) (product),Chronic respiratory disease,0
3.34861E+15,Combivent inhaler (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.37821E+15,Spiriva 18microgram inhalation powder capsules with HandiHaler (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.37961E+15,Salbutamol 2mg/ml nebuliser liquid 2.5ml unit dose vials (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.38001E+15,Spiriva 18microgram inhalation powder capsules (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.38011E+15,Serevent 50micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.38181E+15,Ventolin 5mg Nebules (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.38271E+15,Ventolin 200micrograms/actuation Accuhaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.38351E+15,Salamol 5mg Steri-Neb (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.38411E+15,Pulvinal Salbutamol 200micrograms/actuation dry powder inhaler (Trinity Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.38571E+15,Salbutamol 1mg/ml nebuliser liquid 2.5ml unit dose vials (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.38701E+15,Ventolin 2.5mg Nebules (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.38751E+15,Salamol 2.5mg Steri-Neb (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
3.38911E+15,Flixotide 0.5mg/2ml Nebules (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.39721E+15,Flixotide 2mg/2ml Nebules (GlaxoSmithKline) (product),Chronic respiratory disease,0
3.40601E+15,Combivent nebuliser liquid 2.5ml UDVs (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
3.40861E+15,Salbutamol 100micrograms/actuation inhaler (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.49721E+15,Tiotropium bromide 18microgram inhalation powder capsules (product),Chronic respiratory disease,0
3.49731E+15,Tiotropium bromide 18microgram inhalation powder capsules with device (product),Chronic respiratory disease,0
3.63391E+15,Bricanyl 5mg/2ml Respules (AstraZeneca) (product),Chronic respiratory disease,0
3.63541E+15,Pulmicort 0.5mg Respules (AstraZeneca) (product),Chronic respiratory disease,0
3.63651E+15,Pulmicort 1mg Respules (AstraZeneca) (product),Chronic respiratory disease,0
3.65451E+15,Budesonide 250micrograms/ml nebuliser liquid 2ml unit dose vials (product),Chronic respiratory disease,0
3.65461E+15,Budesonide 500micrograms/ml nebuliser liquid 2ml unit dose vials (product),Chronic respiratory disease,0
3.77761E+15,Zaditen 1mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
4.02761E+15,Zaditen 1mg/5ml elixir (Novartis Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
4.03031E+15,Ketotifen 1mg/5ml oral solution sugar free (product),Chronic respiratory disease,0
4.04381E+15,Asmanex 400micrograms/dose Twisthaler (Organon Pharma (UK) Ltd) (product),Chronic respiratory disease,0
4.04571E+15,Asmanex 200micrograms/dose Twisthaler (Organon Pharma (UK) Ltd) (product),Chronic respiratory disease,0
4.10701E+15,Tilade 2mg/actuation inhaler (Pantheon Healthcare Ltd) (product),Chronic respiratory disease,0
4.37381E+15,Symbicort 400/12 Turbohaler (AstraZeneca) (product),Chronic respiratory disease,0
4.37811E+15,Budesonide 400micrograms/actuation / Formoterol 12micrograms/actuation dry powder inhaler (product),Chronic respiratory disease,0
4.84391E+15,Ventolin 5mg/ml respirator solution (GlaxoSmithKline) (product),Chronic respiratory disease,0
4.86081E+15,Pulmicort 200micrograms/actuation inhaler with Nebuchamber (AstraZeneca) (product),Chronic respiratory disease,0
5.27791E+15,Ventolin Evohaler 100micrograms/actuation (PI) (Waymade Ltd) (product),Chronic respiratory disease,0
7.38991E+15,Atrovent 20micrograms/actuation inhaler CFC free (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
8.02461E+15,Budesonide 200micrograms/actuation dry powder inhalation cartridge with device (product),Chronic respiratory disease,0
8.03181E+15,Budelin Novolizer 200micrograms/dose inhalation powder (Mylan) (product),Chronic respiratory disease,0
8.15951E+15,Qvar Easi-Breathe 50micrograms/actuation inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
8.15971E+15,Qvar Easi-Breathe 100micrograms/actuation inhaler (IVAX Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
9.00391E+15,Alvesco 80 inhaler (Altana Pharma Limited) (product),Chronic respiratory disease,0
9.00421E+15,Alvesco 160 inhaler (Altana Pharma Limited) (product),Chronic respiratory disease,0
9.00441E+15,Ciclesonide 160micrograms/actuation inhaler CFC free (product),Chronic respiratory disease,0
9.00451E+15,Ciclesonide 80micrograms/actuation inhaler CFC free (product),Chronic respiratory disease,0
9.04001E+15,Salbutamol 2.5mg Steripoules (Galen Ltd) (product),Chronic respiratory disease,0
9.04021E+15,Salbutamol 5mg Steripoules (Galen Ltd) (product),Chronic respiratory disease,0
9.11181E+15,Budelin Novolizer 200micrograms/dose inhalation powder refill (Mylan) (product),Chronic respiratory disease,0
9.11781E+15,Budesonide 200micrograms/actuation dry powder inhalation cartridge (product),Chronic respiratory disease,0
9.20491E+15,Easyhaler Salbutamol Sulphate 200micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
9.20521E+15,Easyhaler Salbutamol Sulphate 100micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
9.20741E+15,Salbutamol 100micrograms/actuation dry powder inhaler (product),Chronic respiratory disease,0
9.47891E+15,Tiotropium bromide 18microgram inhalation powder capsules (product),Chronic respiratory disease,0
9.47901E+15,Tiotropium bromide 18microgram inhalation powder capsules with device (product),Chronic respiratory disease,0
9.52511E+15,Easyhaler Beclometasone 200micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
9.62871E+15,Atimos Modulite 12micrograms/actuation inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
9.65271E+15,Formoterol 12micrograms/actuation inhaler (product),Chronic respiratory disease,0
9.71411E+15,Tilade 2mg/actuation inhaler CFC free (sanofi-aventis) (product),Chronic respiratory disease,0
9.72021E+15,Nedocromil 2mg/actuation inhaler CFC free (product),Chronic respiratory disease,0
9.74291E+15,Omalizumab 150mg powder and solvent for solution for injection vials (product),Chronic respiratory disease,0
1.0073E+16,Serevent 25microgram/actuation Evohaler (GlaxoSmithKline) (product),Chronic respiratory disease,0
1.00739E+16,Easyhaler Budesonide 100micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
1.00744E+16,Easyhaler Budesonide 400micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
1.00746E+16,Easyhaler Budesonide 200micrograms/actuation dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
1.00756E+16,Salmeterol 25micrograms/actuation inhaler CFC free (product),Chronic respiratory disease,0
1.02728E+16,Budesonide 250micrograms/ml nebuliser liquid 2ml unit dose vials (A A H Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.02736E+16,Budesonide 250micrograms/ml nebuliser liquid 2ml unit dose vials (Teva UK Ltd) (product),Chronic respiratory disease,0
1.06177E+16,Clenil Modulite 50micrograms/actuation inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.06182E+16,Clenil Modulite 100micrograms/actuation inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.06193E+16,Clenil Modulite 200micrograms/actuation inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.06196E+16,Clenil Modulite 250micrograms/actuation inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.0621E+16,Beclometasone 200micrograms/actuation inhaler CFC free (product),Chronic respiratory disease,0
1.06211E+16,Beclometasone 250micrograms/actuation inhaler CFC free (product),Chronic respiratory disease,0
1.0676E+16,Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis (disorder),Chronic respiratory disease,0
1.06761E+16,Mild persistent asthma controlled (finding),Chronic respiratory disease,0
1.06764E+16,Moderate persistent asthma controlled (finding),Chronic respiratory disease,0
1.06927E+16,Aspirin exacerbated respiratory disease (disorder),Chronic respiratory disease,0
1.06928E+16,Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder),Chronic respiratory disease,0
1.09275E+16,Ipramol Steri-Neb nebuliser solution 2.5ml unit dose vials (Teva UK Ltd) (product),Chronic respiratory disease,0
1.10055E+16,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd) (product),Chronic respiratory disease,0
1.10067E+16,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Accord Healthcare Ltd) (product),Chronic respiratory disease,0
1.11764E+16,Easyhaler Formoterol 12micrograms/dose dry powder inhaler (Ranbaxy (UK) Ltd) (product),Chronic respiratory disease,0
1.21469E+16,Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
1.21974E+16,Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free (product),Chronic respiratory disease,0
1.26262E+16,Formoterol 12microgram inhalation powder capsules with device (product),Chronic respiratory disease,0
1.29064E+16,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Trinity-Chiesi Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.2911E+16,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
1.35335E+16,Salbulin Novolizer 100micrograms/dose inhalation powder (Mylan) (product),Chronic respiratory disease,0
1.35337E+16,Salbulin Novolizer 100micrograms/dose inhalation powder refill (Mylan) (product),Chronic respiratory disease,0
1.35661E+16,Salbutamol 100micrograms/dose dry powder inhalation cartridge (product),Chronic respiratory disease,0
1.35662E+16,Salbutamol 100micrograms/dose dry powder inhalation cartridge with device (product),Chronic respiratory disease,0
1.36263E+16,Salbutamol 2mg/5ml oral solution sugar free (Pinewood Healthcare) (product),Chronic respiratory disease,0
1.36632E+16,Aminophylline hydrate 225mg modified-release tablets (product),Chronic respiratory disease,0
1.3777E+16,Intal 5mg/dose inhaler CFC free (sanofi-aventis) (product),Chronic respiratory disease,0
1.38019E+16,Sodium cromoglicate 5mg/dose inhaler CFC free (product),Chronic respiratory disease,0
1.39531E+16,Pulmicort 200 Turbohaler (Doncaster Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.39689E+16,Ventolin 100micrograms/dose Evohaler (Doncaster Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.39981E+16,Seretide 125 Evohaler (Doncaster Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
1.46086E+16,Aminophylline hydrate 350mg modified-release tablets (product),Chronic respiratory disease,0
1.49595E+16,Budesonide 100micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
1.55349E+16,Salbutamol 1mg/ml / Ipratropium bromide 200micrograms/ml nebuliser liquid 2.5ml ampoules (product),Chronic respiratory disease,0
1.62411E+16,Seretide 500 Accuhaler (Lexon (UK) Ltd) (product),Chronic respiratory disease,0
1.62415E+16,Seretide 250 Evohaler (Lexon (UK) Ltd) (product),Chronic respiratory disease,0
1.7927E+16,Salbutamol 100micrograms/dose inhaler CFC free (Phoenix Healthcare Distribution Ltd) (product),Chronic respiratory disease,0
1.80807E+16,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Fannin (UK) Ltd) (product),Chronic respiratory disease,0
1.80809E+16,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Fannin (UK) Ltd) (product),Chronic respiratory disease,0
1.8667E+16,Xolair 75mg/0.5ml solution for injection pre-filled syringes (Novartis Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
1.86673E+16,Xolair 150mg/1ml solution for injection pre-filled syringes (Novartis Pharmaceuticals UK Ltd) (product),Chronic respiratory disease,0
1.86713E+16,Omalizumab 150mg/1ml solution for injection pre-filled syringes (product),Chronic respiratory disease,0
1.86714E+16,Omalizumab 75mg/0.5ml solution for injection pre-filled syringes (product),Chronic respiratory disease,0
1.95684E+16,Neovent 25micrograms/dose inhaler CFC free (Fannin UK Ltd) (product),Chronic respiratory disease,0
1.97373E+16,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (product),Chronic respiratory disease,0
1.97375E+16,Clenil Modulite 200micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (product),Chronic respiratory disease,0
2.04344E+16,Salamol 100micrograms/dose Inhaler CFC free (Arrow Generics Ltd) (product),Chronic respiratory disease,0
2.09855E+16,Eklira 322micrograms/dose Genuair (Almirall Ltd) (product),Chronic respiratory disease,0
2.10194E+16,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.10197E+16,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.10206E+16,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.11137E+16,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
2.11138E+16,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
2.11139E+16,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
2.172E+16,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Focus Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.21065E+16,Montelukast 5mg chewable tablets sugar free (Actavis UK Ltd) (product),Chronic respiratory disease,0
2.21067E+16,Montelukast 10mg tablets (Actavis UK Ltd) (product),Chronic respiratory disease,0
2.21119E+16,Montelukast 10mg tablets (Teva UK Ltd) (product),Chronic respiratory disease,0
2.21126E+16,Montelukast 5mg chewable tablets sugar free (Teva UK Ltd) (product),Chronic respiratory disease,0
2.24971E+16,Montelukast 10mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product),Chronic respiratory disease,0
2.26501E+16,Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd) (product),Chronic respiratory disease,0
2.36217E+16,Relvar Ellipta 184micrograms/dose / 22micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (product),Chronic respiratory disease,0
2.3622E+16,Relvar Ellipta 92micrograms/dose / 22micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (product),Chronic respiratory disease,0
2.36613E+16,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.36614E+16,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.45953E+16,Theophylline 50mg/5ml oral solution (product),Chronic respiratory disease,0
2.46446E+16,Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd) (product),Chronic respiratory disease,0
2.46455E+16,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.52541E+16,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd) (product),Chronic respiratory disease,0
2.52547E+16,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd) (product),Chronic respiratory disease,0
2.61121E+16,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd) (product),Chronic respiratory disease,0
2.61487E+16,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.75679E+16,Incruse Ellipta 55micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd) (product),Chronic respiratory disease,0
2.78906E+16,Umeclidinium bromide 65micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.83572E+16,Duaklir 340micrograms/dose /12micrograms/dose Genuair (Almirall Ltd) (product),Chronic respiratory disease,0
2.8365E+16,Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
2.90942E+16,Cortiment 9mg modified-release tablets (Ferring Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
2.90949E+16,Budesonide 9mg modified-release tablets (product),Chronic respiratory disease,0
2.97821E+16,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Mylan Ltd) (product),Chronic respiratory disease,0
2.97825E+16,Sirdupla 25micrograms/dose / 250micrograms dose inhaler (Mylan Ltd) (product),Chronic respiratory disease,0
2.99713E+16,Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd) (product),Chronic respiratory disease,0
2.99872E+16,Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free (product),Chronic respiratory disease,0
3.09503E+16,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd) (product),Chronic respiratory disease,0
3.10631E+16,Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd) (product),Chronic respiratory disease,0
3.10634E+16,Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd) (product),Chronic respiratory disease,0
3.10874E+16,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.10875E+16,Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.28986E+16,Salipraneb 0.5mg/2.5mg nebuliser solution 2.5ml ampoules (Actavis UK Ltd) (product),Chronic respiratory disease,0
3.2926E+16,Symbicort 200micrograms/dose / 6micrograms/dose inhaler (AstraZeneca UK Ltd) (product),Chronic respiratory disease,0
3.29607E+16,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler (product),Chronic respiratory disease,0
3.35612E+16,Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd) (product),Chronic respiratory disease,0
3.36797E+16,Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd) (product),Chronic respiratory disease,0
3.40236E+16,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Kent Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.40238E+16,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Kent Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.42153E+16,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd) (product),Chronic respiratory disease,0
3.42155E+16,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd) (product),Chronic respiratory disease,0
3.46757E+16,Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Mylan Ltd) (product),Chronic respiratory disease,0
3.4677E+16,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Mylan Ltd) (product),Chronic respiratory disease,0
3.48121E+16,Fobumix 320/9 Easyhaler (Orion Pharma (UK) Ltd) (product),Chronic respiratory disease,0
3.49503E+16,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (product),Chronic respiratory disease,0
3.49506E+16,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (product),Chronic respiratory disease,0
3.49548E+16,Inhalvent 20micrograms/dose inhaler (Alissa Healthcare Research Ltd) (product),Chronic respiratory disease,0
3.49573E+16,Montelukast 10mg tablets (Almus Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.51012E+16,Theophylline 50mg/5ml oral suspension (product),Chronic respiratory disease,0
3.54301E+16,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd) (product),Chronic respiratory disease,0
3.54303E+16,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd) (product),Chronic respiratory disease,0
3.55153E+16,Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (product),Chronic respiratory disease,0
3.55155E+16,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (product),Chronic respiratory disease,0
3.5594E+16,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd) (product),Chronic respiratory disease,0
3.55942E+16,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd) (product),Chronic respiratory disease,0
3.55944E+16,Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd) (product),Chronic respiratory disease,0
3.56473E+16,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.56475E+16,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free (product),Chronic respiratory disease,0
3.56476E+16,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free (product),Chronic respiratory disease,0
3.56508E+16,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd) (product),Chronic respiratory disease,0
3.57747E+16,Jorveza 1mg orodispersible tablets (Dr. Falk Pharma UK Ltd) (product),Chronic respiratory disease,0
3.58242E+16,Budesonide 1mg orodispersible tablets sugar free (product),Chronic respiratory disease,0
3.59004E+16,Aminophylline 225mg modified-release tablets (product),Chronic respiratory disease,0
3.59005E+16,Aminophylline 250mg/10ml solution for injection ampoules (product),Chronic respiratory disease,0
3.59078E+16,Beclometasone 100micrograms/dose breath actuated inhaler (product),Chronic respiratory disease,0
3.59079E+16,Beclometasone 100micrograms/dose breath actuated inhaler CFC free (product),Chronic respiratory disease,0
3.5908E+16,Beclometasone 100micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
